iso3,country,disaggregation,disagg.value,region,subregion,section,stunting_2000,stunting_2001,stunting_2002,stunting_2003,stunting_2004,stunting_2005,stunting_2006,stunting_2007,stunting_2008,stunting_2009,stunting_2010,stunting_2011,stunting_2012,stunting_2013,stunting_2014,stunting_2015,stunting_2016,stunting_2017,stunting_2018,stunting_2019,stunting_2020,wasting_2000,wasting_2001,wasting_2002,wasting_2003,wasting_2004,wasting_2005,wasting_2006,wasting_2007,wasting_2008,wasting_2009,wasting_2010,wasting_2011,wasting_2012,wasting_2013,wasting_2014,wasting_2015,wasting_2016,wasting_2017,wasting_2018,wasting_2019,wasting_2020,overweight_2000,overweight_2001,overweight_2002,overweight_2003,overweight_2004,overweight_2005,overweight_2006,overweight_2007,overweight_2008,overweight_2009,overweight_2010,overweight_2011,overweight_2012,overweight_2013,overweight_2014,overweight_2015,overweight_2016,overweight_2017,overweight_2018,overweight_2019,overweight_2020,coexistence_2000,coexistence_2001,coexistence_2003,coexistence_2005,coexistence_2007,coexistence_2008,coexistence_2009,coexistence_2010,coexistence_2011,coexistence_2012,coexistence_2013,coexistence_2014,coexistence_2015,coexistence_2016,coexistence_2017,coexistence_2018,coexistence_2019,coexistence_2020,lbw_2000,lbw_2001,lbw_2002,lbw_2003,lbw_2004,lbw_2005,lbw_2006,lbw_2007,lbw_2008,lbw_2009,lbw_2010,lbw_2011,lbw_2012,lbw_2013,lbw_2014,lbw_2015
MNG,Mongolia,sex,Girls,Asia,Eastern Asia,Child (under-5) nutrition status,28.11,,,,19.3,25.6,,,,,13.5,,,10.54,,,5.56,,7.82,,,6.87,,,,0.7,2.8,,,,,1.32,,,0.76,,,1.41,,0.78,,,12.16,,,,6,12.62,,,,,9.83,,,10.03,,,10.39,,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,sex,Girls Projection,Asia,Eastern Asia,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,sex,Male,Asia,Eastern Asia,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,sex,Male Projection,Asia,Eastern Asia,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,wealth,Highest,Asia,Eastern Asia,Child (under-5) nutrition status,14.94,,,,,19.74,,,,,6.54,,,5.68,,,2.52,,6.05,,,4.65,,,,,3,,,,,0.84,,,0.87,,,0.86,,0.42,,,12.81,,,,,18.34,,,,,14.26,,,11.72,,,12.58,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,wealth,Lowest,Asia,Eastern Asia,Child (under-5) nutrition status,38.78,,,,,32.18,,,,,25.16,,,18.63,,,13.52,,13.79,,,9.24,,,,,4.03,,,,,1.25,,,1.14,,,1.15,,1.02,,,13.97,,,,,12.37,,,,,7.53,,,9.59,,,11.57,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,wealth,Middle,Asia,Eastern Asia,Child (under-5) nutrition status,31.38,,,,,27.16,,,,,11.42,,,8.46,,,6.07,,8.23,,,7.99,,,,,1.61,,,,,2.28,,,0.72,,,1.21,,1.24,,,10.18,,,,,12.97,,,,,11.31,,,9.12,,,12.06,,7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,wealth,Second highest,Asia,Eastern Asia,Child (under-5) nutrition status,26.24,,,,,20.37,,,,,11.87,,,7.72,,,5.2,,5.97,,,5.77,,,,,2.28,,,,,2.26,,,0.87,,,0.16,,0.49,,,13.02,,,,,14.3,,,,,13.76,,,11.72,,,11.28,,11.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,wealth,Second lowest,Asia,Eastern Asia,Child (under-5) nutrition status,34.33,,,,,33.7,,,,,18.44,,,12.49,,,8.93,,12.87,,,7.23,,,,,2.41,,,,,1.47,,,1.29,,,2.47,,1.37,,,13.11,,,,,13.71,,,,,8.6,,,10.44,,,11.01,,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,age,0-23 months,Africa,Eastern Africa,Child (under-5) nutrition status,,42.87,,38.54,,,,,37.58,,,38.98,,,,34.98,,,,,,,12.5,,7.87,,,,,6.28,,,9.72,,,,7.77,,,,,,,8.2,,6.7,,,,,3.49,,,10.22,,,,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,age,24-35 months,Africa,Eastern Africa,Child (under-5) nutrition status,,57.9,,55.78,,,,,53.32,,,49.18,,,,49.84,,,,,,,7.6,,4.68,,,,,3.42,,,5.14,,,,2.35,,,,,,,7.79,,5.9,,,,,4.14,,,7.88,,,,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,age,36-47 months,Africa,Eastern Africa,Child (under-5) nutrition status,,59.86,,56.08,,,,,49.72,,,46.47,,,,47.72,,,,,,,3.63,,3.63,,,,,1.68,,,2.19,,,,1.86,,,,,,,10.43,,6.39,,,,,4.09,,,5.57,,,,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,age,48-59 months,Africa,Eastern Africa,Child (under-5) nutrition status,,50.92,,47.37,,,,,41.13,,,41.89,,,,43.64,,,,,,,4.24,,2.52,,,,,2.1,,,3.23,,,,2.11,,,,,,,10.02,,5.72,,,,,2.68,,,4.8,,,,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,all,Free from,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,all,Overweight alone,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,all,Stunting alone,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,all,Stunting and overweight,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,all,Wasting alone,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,all,Wasting and stunting,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,all,,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67,16.29,15.95,15.65,15.4,15.16,14.95,14.8,14.63,14.5,14.37,14.25,14.14,14.02,13.92,13.82
MOZ,Mozambique,education,None or primary,Africa,Eastern Africa,Child (under-5) nutrition status,,,,47.71,,,,,44.97,,,45.04,,,,,,,,,,,,,5.41,,,,,4.37,,,6.67,,,,,,,,,,,,,6.33,,,,,3.51,,,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,education,Secondary or higher,Africa,Eastern Africa,Child (under-5) nutrition status,,,,20.42,,,,,25.26,,,27.36,,,,,,,,,,,,,6.91,,,,,1.83,,,3.86,,,,,,,,,,,,,6.07,,,,,4.58,,,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,location,Rural,Africa,Eastern Africa,Child (under-5) nutrition status,,56.22,,51.47,,,,,47.2,,,45.8,,,,45.08,,,,,,,9.27,,5.93,,,,,4.7,,,7,,,,4.73,,,,,,,9.08,,6.75,,,,,3.18,,,7.53,,,,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,location,Urban,Africa,Eastern Africa,Child (under-5) nutrition status,,38.05,,35.75,,,,,34.51,,,35.49,,,,34.37,,,,,,,5.26,,4.1,,,,,2.92,,,3.93,,,,3.53,,,,,,,8.29,,5.2,,,,,4.6,,,8.66,,,,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,pregnancy,All women,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,pregnancy,Non-pregnant women,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,pregnancy,Pregnant women,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,sex,Both,Africa,Eastern Africa,Child (under-5) nutrition status,,50.66,,46.95,,,,,43.54,,,42.94,,,,42.29,,,,,,,8.08,,5.41,,,,,4.19,,,6.15,,,,4.42,,,,,,,8.84,,6.31,,,,,3.58,,,7.84,,,,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,sex,Boys,Africa,Eastern Africa,Child (under-5) nutrition status,,54.38,,49.43,,,,,46.68,,,45.07,,,,46.78,,,,,,,8.58,,5.77,,,,,4.93,,,6.7,,,,4.2,,,,,,,9.38,,7.28,,,,,3.97,,,8.07,,,,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,sex,Boys Projection,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,sex,Female,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,sex,Female Projection,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,sex,Girls,Africa,Eastern Africa,Child (under-5) nutrition status,,47.25,,44.53,,,,,40.46,,,40.82,,,,38.05,,,,,,,7.63,,5.05,,,,,3.47,,,5.59,,,,4.62,,,,,,,8.35,,5.35,,,,,3.2,,,7.61,,,,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,sex,Girls Projection,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,sex,Male,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,sex,Male Projection,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,wealth,Highest,Africa,Eastern Africa,Child (under-5) nutrition status,,35.13,,25.91,,,,,25.86,,,24.47,,,,,,,,,,,6.48,,3.62,,,,,1.81,,,3.5,,,,,,,,,,,9.42,,5.95,,,,,5.32,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,wealth,Lowest,Africa,Eastern Africa,Child (under-5) nutrition status,,54.48,,53.58,,,,,50.85,,,51.38,,,,,,,,,,,9.33,,7.69,,,,,5.71,,,10.05,,,,,,,,,,,7.75,,6.57,,,,,2.91,,,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,wealth,Middle,Africa,Eastern Africa,Child (under-5) nutrition status,,55.27,,52.12,,,,,46.49,,,46.73,,,,,,,,,,,9.54,,4.39,,,,,5.03,,,5.67,,,,,,,,,,,9.63,,7.42,,,,,4.03,,,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,wealth,Second highest,Africa,Eastern Africa,Child (under-5) nutrition status,,49.61,,42.75,,,,,37.53,,,37.75,,,,,,,,,,,6.76,,4.81,,,,,2.99,,,4.13,,,,,,,,,,,9.8,,5.18,,,,,3.64,,,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,wealth,Second lowest,Africa,Eastern Africa,Child (under-5) nutrition status,,55.08,,53.31,,,,,52.11,,,48.26,,,,,,,,,,,7.67,,5.51,,,,,4.74,,,6.14,,,,,,,,,,,8.2,,6.04,,,,,2.57,,,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,age,0-23 months,Africa,Western Africa,Child (under-5) nutrition status,28.73,,,,,,,22.64,19.31,,,21.46,20.19,,,21.41,,,22.28,,,17.78,,,,,,,17.67,8.43,,,18.14,12.2,,,17.88,,,11.78,,,4.61,,,,,,,2.53,1.42,,,3.47,1.84,,,1.4,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,age,24-35 months,Africa,Western Africa,Child (under-5) nutrition status,48.06,,,,,,,38.13,30.58,,,38.39,28.3,,,36.41,,,25.02,,,14.33,,,,,,,12.51,6.67,,,11.76,12.93,,,13.49,,,11.56,,,4.26,,,,,,,2.4,0.82,,,3.51,0.39,,,1.41,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,age,36-47 months,Africa,Western Africa,Child (under-5) nutrition status,49.24,,,,,,,37.83,26.82,,,36.66,25.63,,,32.5,,,24.15,,,12.29,,,,,,,8.42,9.3,,,9.8,10.27,,,11.9,,,11.9,,,1.31,,,,,,,2.26,0.88,,,2.96,0.68,,,1.37,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,age,48-59 months,Africa,Western Africa,Child (under-5) nutrition status,44.35,,,,,,,38.11,21.9,,,31.53,20.7,,,27.55,,,19.25,,,10.39,,,,,,,10.37,7.81,,,10.45,9.99,,,12.98,,,9.92,,,3.54,,,,,,,1.89,0.21,,,2.71,0.93,,,0.74,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,all,Free from,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2,,,,,,,,,,,,,,,,,,
MRT,Mauritania,all,Overweight alone,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,
MRT,Mauritania,all,Stunting alone,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,,,,,,,,,,,,,,,,,,
MRT,Mauritania,all,Stunting and overweight,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,
MRT,Mauritania,all,Wasting alone,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,
MRT,Mauritania,all,Wasting and stunting,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,
MRT,Mauritania,all,,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,education,None or primary,Africa,Western Africa,Child (under-5) nutrition status,40.27,,,,,,,32.2,,,,30.72,,,,28.23,,,,,,15.72,,,,,,,14.83,,,,14.95,,,,16.61,,,,,,3.67,,,,,,,2.12,,,,3.56,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,education,Secondary or higher,Africa,Western Africa,Child (under-5) nutrition status,23.88,,,,,,,19.91,,,,20.7,,,,18.3,,,,,,11.18,,,,,,,7.76,,,,9.11,,,,9.4,,,,,,5.26,,,,,,,2.85,,,,3.32,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,location,Rural,Africa,Western Africa,Child (under-5) nutrition status,42.16,,,,,,,35.81,,,,32.67,,,,31.59,,,19.44,,,16.94,,,,,,,15.96,,,,16.82,,,,16.77,,,7.93,,,3.65,,,,,,,1.87,,,,2.71,,,,0.88,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,location,Urban,Africa,Western Africa,Child (under-5) nutrition status,33.98,,,,,,,25.21,,,,25.22,,,,23.14,,,26.03,,,13,,,,,,,10.2,,,,9.23,,,,12.23,,,14.85,,,4.05,,,,,,,2.97,,,,4.07,,,,1.82,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,pregnancy,All women,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,pregnancy,Non-pregnant women,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,pregnancy,Pregnant women,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,sex,Both,Africa,Western Africa,Child (under-5) nutrition status,38.56,,,,,,,31.48,23.56,,,29.74,23.16,,,27.9,,,22.83,,,15.28,,,,,,,13.61,8.12,,,13.92,11.67,,,14.82,,,11.49,,,3.82,,,,,,,2.32,0.99,,,3.23,1.16,,,1.29,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,sex,Boys,Africa,Western Africa,Child (under-5) nutrition status,38.84,,,,,,,33.04,26.39,,,31.23,25.66,,,29.65,,,25.53,,,17.24,,,,,,,14.42,9.34,,,14.91,13.1,,,16.36,,,13.29,,,3.91,,,,,,,2.45,1.31,,,2.94,1.11,,,1.18,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,sex,Boys Projection,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,sex,Female,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,sex,Female Projection,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,sex,Girls,Africa,Western Africa,Child (under-5) nutrition status,38.27,,,,,,,29.86,20.52,,,28.23,20.55,,,26.17,,,20.06,,,13.29,,,,,,,12.77,6.81,,,12.9,10.19,,,13.28,,,9.65,,,3.73,,,,,,,2.18,0.64,,,3.53,1.21,,,1.39,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,sex,Girls Projection,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,sex,Male,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,sex,Male Projection,Africa,Western Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,wealth,Highest,Africa,Western Africa,Child (under-5) nutrition status,27.34,,,,,,,21.06,,,,,,,,18.75,,,,,,9.2,,,,,,,6.24,,,,,,,,8.95,,,,,,5.84,,,,,,,3.36,,,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,wealth,Lowest,Africa,Western Africa,Child (under-5) nutrition status,43.64,,,,,,,37.68,,,,,,,,36.42,,,,,,18.71,,,,,,,17.45,,,,,,,,17.3,,,,,,3.13,,,,,,,1.25,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,wealth,Middle,Africa,Western Africa,Child (under-5) nutrition status,38.32,,,,,,,32.58,,,,,,,,26.93,,,,,,14.63,,,,,,,14.47,,,,,,,,17.35,,,,,,2.97,,,,,,,2.72,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,wealth,Second highest,Africa,Western Africa,Child (under-5) nutrition status,37.35,,,,,,,24.47,,,,,,,,23.61,,,,,,14.6,,,,,,,9.7,,,,,,,,11.96,,,,,,4.17,,,,,,,2.93,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,wealth,Second lowest,Africa,Western Africa,Child (under-5) nutrition status,45.36,,,,,,,38.44,,,,,,,,30.76,,,,,,18.26,,,,,,,18.1,,,,,,,,16.87,,,,,,3.29,,,,,,,1.8,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,Mauritius,all,,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69,13.03,13.41,13.81,14.23,14.66,15.08,15.48,15.87,16.22,16.52,16.78,16.97,17.08,17.12,17.06
MUS,Mauritius,pregnancy,All women,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,Mauritius,pregnancy,Non-pregnant women,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,Mauritius,pregnancy,Pregnant women,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,Mauritius,sex,Boys,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,Mauritius,sex,Boys Projection,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,Mauritius,sex,Female,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,Mauritius,sex,Female Projection,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
